id,claim,domain,structure,label,topic,source,Topic,item_id,prediction,correct,model
10144.0,We are seeing historic drops in birth rates over the past year   We are also seeing new studies confirm that Covid vaccines reduce sperm counts and cause menstrual issues in almost half of women that take them   I'm sure there's no connection here,1,UGC,0,Vaccines,UGC,,144,1,0,distilbert-base-uncased
10484.0,REMEMBER HOW WE GOT HERE: HILLARY CLINTON SUPPLIED IRAN WITH URANIUM TO ENRICH THEIR NUCLEAR PROGRAM.,3,UGC,0,Iran,UGC,,484,0,1,distilbert-base-uncased
10167.0,"If your measles vaccine was before 1990, its recommended to get your titers checked. Mine were all gone and I started over like a baby.",1,UGC,1,Vaccines,UGC,,167,0,0,distilbert-base-uncased
20010.0,New findings suggest Black people four times as likely to test positive for COVID-19,1,NGC,1,,NGC,Covid,1001,1,1,distilbert-base-uncased
10213.0,FEMA IS BEING REDIRECTED TO ILLEGALS.,2,UGC,0,Immigration,UGC,,213,0,1,distilbert-base-uncased
20198.0,"NEW: Donald Trump authorized up to 20,000 National Guard troops to protect the Capitol"" before Jan. 6, 2021, but was ""rejected"" by Nancy Pelosi and Chuck Schumer.",2,NGC,0,,NGC,Jan 6th,1189,1,0,distilbert-base-uncased
10448.0,Vladimir Putin might be a bad person but he does not like the New World Order. He is targetting the biolabs to stop the Deep State from developing another weapon to control the masses. This is why I support what he is doing in Ukraine. He is not Deep State or NWO. The company Zelenski keeps is everything I oppose<emoji: bangbang>,3,UGC,0,Ukraine/Russia,UGC,,448,0,1,distilbert-base-uncased
20127.0,CDC Silently Adds  Ivermectin As Essenitial Drug For Viruses,1,NGC,0,,NGC,Medicine/Public Health,1118,0,1,distilbert-base-uncased
20395.0,Haaretz investigation reveals discrepancies in Israel’s reporting on October 7th death toll.,3,NGC,0,,NGC,Palestine/Isreal,1386,1,0,distilbert-base-uncased
20508.0,"President Joe Biden “will address the nation from the Oval Office” on April 13, “following Iran’s attack on Israel.”",3,NGC,0,,NGC,Iran,1499,1,0,distilbert-base-uncased
20459.0,Obama will start Iran war for vote': Trump's 2011 post resurfaces on internet.,3,NGC,1,,NGC,Iran,1450,1,1,distilbert-base-uncased
20431.0,The Pentagon admits to accidentally sending $6.2 billion to Ukraine.”,3,NGC,0,,NGC,Ukraine/Russia,1422,0,1,distilbert-base-uncased
10149.0,"Australia's brutal mandated COVID-19 vaccine program a complete failure.  Of deaths in NSW this week, 97/98 (99%) where among the fully vaccinated.  Vaccination increased the risk for hospitalization and ICU transfer.  We do not need specialized statistics to understand the COVID-19 vaccines (mRNA, adenoviral, and antigen based) have failed at stopping transmission, occurrence, hospitalization or death.  A complete bust for the mandated products that have ruined so many lives.",1,UGC,0,Vaccines,UGC,,149,1,0,distilbert-base-uncased
20211.0,Rep. Paul Gosar asks Capitol Police to arrest illegal immigrants attending State of the Union ,2,NGC,1,,NGC,Immigration,1202,1,1,distilbert-base-uncased
10039.0,"Drug Overdoses Spike in Colorado After Legalization of Fentanyl, Other Drugs  https://amgreatness.com/2022/02/23/drug-overdoses-spike-in-colorado-after-legalization-of-fentanyl-other-drugs/",1,UGC,0,Drug Crisis,UGC,,39,0,1,distilbert-base-uncased
10052.0,"Americas Decline brought to you by the Dem party and Biden. Fentanyl deaths at 107,000 age 18 to 45 higher than car accidents and murders combined.We are in rapid decline and DC does not care . ",1,UGC,1,Drug Crisis,UGC,,52,1,1,distilbert-base-uncased
20282.0,JD Vance wrote the foreword for Project 2025’s Kevin Roberts’ upcoming book,2,NGC,1,,NGC,Political Figures,1273,0,0,distilbert-base-uncased
20359.0,Secretary of State Marco Rubio says ongoing Gaza peace negotiations are 'not yet' the end of the war,3,NGC,1,,NGC,Palestine/Isreal,1350,1,1,distilbert-base-uncased
20388.0,Benjamin Netanyahu delivers speech to Hamas leaders — thanks them for uniting Israel.,3,NGC,0,,NGC,Palestine/Isreal,1379,0,1,distilbert-base-uncased
20192.0,"Trump: Jan. 6th speech drew 'the same number of people' as the 1963 March wehre Martin Luther King Jr. delivered ""I Have a Dream"" speech. ",2,NGC,0,,NGC,Jan 6th,1183,1,0,distilbert-base-uncased
10236.0,DEMS ARE DESTROYING AMERICAN WITH A FOREIGN BORN POP HITTING 47M IN THE US IN 2022! As of April 2022 this is the largest number ever recorded in any U.S. government survey The foreign born/illegal aliens increased by 2 million with Biden in office (1.35 million are Illegals) which is twice as fast as the NATURAL BORN population growth  https://cis.org/Report/ForeignBorn-Population-Hit-Record-47-Million-April-2022%29 #MT22 #UMTOO #MAGA #AndBeOnd,2,UGC,1,Immigration,UGC,,236,0,0,bert-base-uncased
10087.0,Gastrointestinal medicine practitioners have noticed something strange in recent years: More young people are being diagnosed with colorectal cancer. Nurse practitioner Jennifer Fijor joins us to talk about the warning signs.,1,UGC,1,Medicine/Public Health,UGC,,87,0,0,bert-base-uncased
10341.0,Trump called Viktor Orban the presidant of Turkey… this is the guy who MAGA trust to lead foreign affairs?,2,UGC,1,Global Politics,UGC,,341,1,1,bert-base-uncased
20463.0,"U.N. says Iran executed over 900 people in 2024, including dozens of women",3,NGC,1,,NGC,Iran,1454,1,1,bert-base-uncased
10083.0,"Billions in Big Pharma profits, and they couldn’t admit a cheap farm drug works better than all their antivirals. #DoYourResearch #Ivermectin",1,UGC,0,Medicine/Public Health,UGC,,83,0,1,bert-base-uncased
10206.0,Immigration policy is getting so bad that #Biden is using resources for our veterans and giving them to illegal alliens.,2,UGC,0,Immigration,UGC,,206,0,1,bert-base-uncased
10046.0,Teen Opioid Deaths Have Surge 350% in 2023 Thanks To Rise Of Fentanyl and Open Borders.,1,UGC,0,Drug Crisis,UGC,,46,1,0,bert-base-uncased
20201.0,NEW: Trump signs Insurrection Act - General Flynn to be appointed vice president. ,2,NGC,0,,NGC,Jan 6th,1192,0,1,bert-base-uncased
10125.0,"According to the FDA, there are side effects for children taking puberty blockers, these include brain swlling and blindness. We can't act like taking medications like this is entirely safe. ",1,UGC,1,Sexual/Gender Health,UGC,,125,1,1,bert-base-uncased
10379.0,"The aid from air drops is not only wholly insufficient, but now it’s killed like 10 people.

Biden could force Israel to allow the thousands of trucks at the border in by threatening to cut off weapons shipments. He hasn’t.",3,UGC,0,Palestine/Isreal,UGC,,379,1,0,bert-base-uncased
10223.0,White house to give cell phones to illegal aliens. Unbelievable.,2,UGC,0,Immigration,UGC,,223,0,1,bert-base-uncased
20004.0,"High Blood Pressure Meds Don't Increase COVID-19 Risks, Study Finds",1,NGC,1,,NGC,Covid,995,1,1,bert-base-uncased
20329.0,SWEDEN IS ON BRINK OF COLLAPSE… Gun Purchases Are Way Up…Pepper Spray Selling Out…Muslims Beating Non-Muslims On Streets,2,NGC,0,,NGC,Global Politics,1320,1,0,bert-base-uncased
10343.0,It’s not just the settlers—it’s the Israeli government! It’s Netanyahu. Netanyahu tried to sink Obama and elect Trump. His AIPAC allies fund neofascist Republicans. His ministers want genocide. One minister is a former terrorist. Why don’t all educated Americans know this already? Media failure.,2,UGC,1,Global Politics,UGC,,343,0,0,bert-base-uncased
10086.0,"Rates of colorectal cancer have been rising in young people over the past decade. In today's episode, we explore what might be behind this alarming trend and how a camera strapped to a two-year-old helps AI to learn language.",1,UGC,1,Medicine/Public Health,UGC,,86,1,1,bert-base-uncased
10264.0,"A bill to bring same-day voter registration to New Jersey has existed for soooo long, and hasn't passed in the Dem legislature, and here's the latest effort to revive it:

newjerseymonitor.com/2023/11/22/n…",2,UGC,1,Elections,UGC,,264,1,1,bert-base-uncased
20273.0,Democrats Reveal BIG CLUE in the BIG STEAL: Operatives Manufactured Votes from Low Income Voters to Steal the Battleground States — Start the Canvassing!,2,NGC,0,,NGC,Elections,1264,1,0,bert-base-uncased
20412.0,‘Absolutely unacceptable’: Zelenskyy condemns corruption in energy sector targeted by Russia,3,NGC,1,,NGC,Ukraine/Russia,1403,1,1,bert-base-uncased
20187.0,"I did my duty' Mike Pence gets courage award for certifying election on Jan. 6th, 2021.",2,NGC,1,,NGC,Jan 6th,1178,0,0,bert-base-uncased
10419.0,"Oh, this is a big deal: Statement today from Ukraine's SBU. It's charging former Ukrainian lawmaker Derkach and former Ukrainian prosecutor Kulyk with treason against Ukraine.",3,UGC,1,Ukraine/Russia,UGC,,419,0,0,bert-base-uncased
20039.0,WHO warns of declining global vaccination rates: Coverage dropped from 86% to 81% in past year. Urges renewed focus on equity.,1,NGC,1,,NGC,Vaccines,1030,1,1,bert-base-uncased
20447.0,Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.,3,NGC,0,,NGC,Ukraine/Russia,1438,0,1,bert-base-uncased
20300.0,Hillary Clinton has third heart attack — docs says she 'won't survive'.,2,NGC,0,,NGC,Political Figures,1291,0,1,bert-base-uncased
20064.0,NEW STUDY: mRNA vaccine reduces sperm rate for up to five months,1,NGC,0,,NGC,Vaccines,1055,1,0,bert-base-uncased
20220.0,REPORT: CBP reports record 2.76 million border encounters in fiscal year 2022,2,NGC,1,,NGC,Immigration,1211,1,1,bert-base-uncased
10468.0,"US planes in fire after #Iran's missile attack: Source http://bit.ly/39P6gnq #IranvsUSA #Solemani #IranAttacks #AinAssad.""",3,UGC,0,Iran,UGC,,468,0,1,bert-base-uncased
20396.0,McDonald’s changes its food wrappers to support Israel amid the war.,3,NGC,0,,NGC,Palestine/Isreal,1387,0,1,bert-base-uncased
10375.0,"According to an Israeli study, the proportion of civilian deaths in Gaza by the IDF is the highest of any conflict in the 20th century. So congrats to all the sick fucks who have been either downplaying or gaslighting or outright funding this. ",3,UGC,0,Palestine/Isreal,UGC,,375,1,0,bert-base-uncased
10353.0,"ICJ finds Israel has a case to answer for genocide in Gaza. Yes Bibi is now a full blown war and genocide criminal, lock him up",3,UGC,1,Palestine/Isreal,UGC,,353,0,0,bert-base-uncased
10410.0,Fuck. Ukraine ordered the complete withdrawal from Avdiivka. Giving up a stronghold to Russia.,3,UGC,1,Ukraine/Russia,UGC,,410,0,0,bert-base-uncased
10033.0,"Emily Oster told parents kids faced little risk from COVID. Not only has the disease been a leading cause of death, but an estimated 5.8 million kids suffer long COVID. Oster said schools wouldn’t be hotbeds of COVID transmission. That wasn’t true either. Well, now she has a clothing line.",1,UGC,1,Covid,UGC,,33,1,1,bert-base-uncased
10119.0,Simply affirming a teenager's gender is akin to affirming anorexia. Both are body dysmorphic disorders. Yet we don't teach a starving teenager how to binge and purge; or affirm that they are indeed overweight.,1,UGC,0,Sexual/Gender Health,UGC,,119,1,0,bert-base-uncased
20251.0,"Texas Democrat calls mail-in ballot fraud the ""great source of voter fraud in this state.""",2,NGC,1,,NGC,Elections,1242,1,1,bert-base-uncased
20207.0,NEWS: Minnesota Gov. Tim Walz signs into law driver's licenses for illegal immigrants,2,NGC,1,,NGC,Immigration,1198,0,0,bert-base-uncased
10395.0,Hamas leaders (stealing billions $ in humanitarian aid for years) are hanging with the ladies at the disco in Qatar.    They don't give a shit about their citizens.  What has Hamas ever done to help their citizens?  Bomb shelters? Nope.  Terrorist tunnels? Yup.,3,UGC,0,Palestine/Isreal,UGC,,395,1,0,bert-base-uncased
10128.0,"time again to remind everyone that leana wen was forced out of leadership at planned parenthood because she wanted to ""de-politicize"" the org — heeling the political arm, deemphasizing abortion rights and care for trans people to court an imagined broader donor base — during the trump administration",1,UGC,1,Sexual/Gender Health,UGC,,128,1,1,bert-base-uncased
20174.0,"Trump watched Jan. 6 U.S. Capitol riot unfold on TV, ignored pleas to call for peace",2,NGC,1,,NGC,Jan 6th,1165,1,1,bert-base-uncased
20477.0,"Trump said Iran's nuclear sites were 'obliterated,' but questions remain about enriched uranium",3,NGC,1,,NGC,Iran,1468,1,1,bert-base-uncased
20421.0,Ukraine's former parliamentary speaker shot dead,3,NGC,1,,NGC,Ukraine/Russia,1412,0,0,bert-base-uncased
20011.0,"Latinx people more vulnerable to COVID-19, US study finds",1,NGC,1,,NGC,Covid,1002,1,1,bert-base-uncased
20261.0,A “ballot dump” around 4 a.m. in Milwaukee shows the Wisconsin Senate election was stolen from the Republican candidate.,2,NGC,0,,NGC,Elections,1252,0,1,bert-base-uncased
10218.0,President Trump had the illegal alien crisis under control. Biden has been lagging behind and his broder policies have caused a CRSIS IN AMERICA,2,UGC,0,Immigration,UGC,,218,0,1,bert-base-uncased
10357.0,"Arab Americans in Michigan are protesting the democrats for their position in the Isreal-Hamas war…I respect the initiatvie but the potential consequences  are a 2nd term for trump, which will def make things worse for Palestinians. ",3,UGC,1,Palestine/Isreal,UGC,,357,1,1,bert-base-uncased
20342.0,The United Nations replaces all 193 country flags with LGBT flags.,2,NGC,0,,NGC,Global Politics,1333,1,0,bert-base-uncased
20074.0,"The Vietnam War claimed 58,200 American lives in 19 years and six months. In 2016, 64,070 Americans died of an overdose from opioids or heroin -report by Police Executive Research",1,NGC,1,,NGC,Drug Crisis,1065,1,1,bert-base-uncased
20442.0,"PRESIDENT VLADIMIR PUTIN RELEASED 35,000 CHILDREN FROM TUNNELS AND SUBWAY IN UKRAINE",3,NGC,0,,NGC,Ukraine/Russia,1433,0,1,bert-base-uncased
10292.0,Obama and his administration is still running the country illegally and unelected they are the Deep state so what are we going to Do about it when do they get arrested,2,UGC,0,Political Figures,UGC,,292,0,1,bert-base-uncased
10450.0,"Isn't Putin focusing on the bio labs in Ukraine? It's more like a covert operation to target the deep state and stop Biden from developing the next COVID. That is just my opinion, but it's possible and believable. Right?",3,UGC,0,Ukraine/Russia,UGC,,450,0,1,bert-base-uncased
10315.0,Pelosi risked WW3 to get her hair done at a salon!,2,UGC,0,Global Politics,UGC,,315,0,1,bert-base-uncased
20090.0,New report: Fentanyl leading cause of death among teens and young adults.,1,NGC,0,,NGC,Drug Crisis,1081,0,1,bert-base-uncased
10209.0,"Biden transferring funds from FEMA to help  Illegals!!! They shouldn't get Welfare Benefits while we have 47,000 Homeless Veterans. Almost 50k veterans that are homeless and owe Veterans everything, we own Illegals nothing but deportation! <emoji: hugging_face><emoji: us><emoji: pray><emoji: heart>",2,UGC,0,Immigration,UGC,,209,0,1,bert-base-uncased
10475.0,Iran has always been the problem. Who gave BILLIONS of USD to Iran?!?! OBAMA! All roads lead to OBAMA,3,UGC,0,Iran,UGC,,475,0,1,bert-base-uncased
10510.0,Obama sent $1.7 billion in CASH to Iran and nobody in Washington DC called for an investigation.  Deep State cover-u,3,UGC,1,Iran,UGC,,510,0,0,bert-base-uncased
